num_jobs,instance,solver,total_profit,profit_ratio,completion_rate,utilization,num_scheduled
30,11,Profit Density,82.53,0.8390605937372916,0.5333333333333333,1.0,16
30,12,RL Agent (DQN),96.03999999999999,0.7496097408679362,0.5333333333333333,1.0,16
30,12,Greedy-by-Profit,96.69999999999999,0.7547611614111769,0.5666666666666667,1.0,17
30,12,Earliest Deadline First,123.55,0.9643303153293786,0.9333333333333333,1.0,28
30,12,Shortest Job First,101.42999999999999,0.7916796753044021,0.7333333333333333,1.0,22
30,12,Profit Density,96.04,0.7496097408679363,0.5333333333333333,1.0,16
30,13,RL Agent (DQN),50.74000000000001,0.7946750195771342,0.7,1.0,21
30,13,Greedy-by-Profit,50.78000000000001,0.7953014878621771,0.7,1.0,21
30,13,Earliest Deadline First,55.01000000000001,0.8615505090054819,0.9333333333333333,1.0,28
30,13,Shortest Job First,44.85,0.702427564604542,0.8333333333333334,1.0,25
30,13,Profit Density,50.74000000000001,0.7946750195771342,0.7,1.0,21
30,14,RL Agent (DQN),118.51000000000002,0.7356757092308647,0.5333333333333333,1.0,16
30,14,Greedy-by-Profit,127.06000000000002,0.7887516295238686,0.5333333333333333,1.0,16
30,14,Earliest Deadline First,143.57000000000002,0.8912409212241603,0.8666666666666667,1.0,26
30,14,Shortest Job First,81.86,0.5081631386181636,0.7333333333333333,1.0,22
30,14,Profit Density,123.90000000000002,0.7691352660003724,0.5333333333333333,1.0,16
30,15,RL Agent (DQN),64.78,0.8269083482256829,0.6,1.0,18
30,15,Greedy-by-Profit,64.24000000000001,0.8200153178452898,0.5666666666666667,1.0,17
30,15,Earliest Deadline First,78.34,1.0,1.0,1.0,30
30,15,Shortest Job First,76.41,0.9753637988256317,0.9333333333333333,1.0,28
30,15,Profit Density,71.58,0.9137094715343375,0.6333333333333333,1.0,19
30,16,RL Agent (DQN),85.40999999999998,0.6934318421693593,0.6666666666666666,1.0,20
30,16,Greedy-by-Profit,85.50999999999999,0.6942437281805633,0.6666666666666666,1.0,20
30,16,Earliest Deadline First,102.11999999999999,0.8290979946415522,0.9333333333333333,1.0,28
30,16,Shortest Job First,61.99,0.5032881383453763,0.7666666666666667,1.0,23
30,16,Profit Density,85.18999999999998,0.6916456929447105,0.6666666666666666,1.0,20
30,17,RL Agent (DQN),76.67,0.7109606824925817,0.5,1.0,15
30,17,Greedy-by-Profit,89.76,0.8323442136498518,0.5333333333333333,1.0,16
30,17,Earliest Deadline First,87.11000000000001,0.8077707715133533,0.9,1.0,27
30,17,Shortest Job First,83.33999999999999,0.7728115727002968,0.7333333333333333,1.0,22
30,17,Profit Density,76.67,0.7109606824925817,0.5,1.0,15
30,18,RL Agent (DQN),95.69999999999999,0.7103622327790975,0.7333333333333333,1.0,22
30,18,Greedy-by-Profit,95.69999999999999,0.7103622327790975,0.7333333333333333,1.0,22
30,18,Earliest Deadline First,84.97999999999999,0.630789786223278,0.9,1.0,27
30,18,Shortest Job First,54.42,0.40394893111638963,0.7666666666666667,1.0,23
30,18,Profit Density,95.69999999999999,0.7103622327790975,0.7333333333333333,1.0,22
30,19,RL Agent (DQN),54.099999999999994,0.6823054609660739,0.7333333333333333,1.0,22
30,19,Greedy-by-Profit,53.05,0.6690629335351242,0.7,1.0,21
30,19,Earliest Deadline First,69.60000000000001,0.8777903897086646,0.9666666666666667,1.0,29
30,19,Shortest Job First,54.9,0.6923950056753689,0.8333333333333334,1.0,25
30,19,Profit Density,53.05,0.6690629335351242,0.7,1.0,21
30,20,RL Agent (DQN),138.54999999999998,0.7933008874892642,0.5333333333333333,1.0,16
30,20,Greedy-by-Profit,138.55,0.7933008874892644,0.5333333333333333,1.0,16
30,20,Earliest Deadline First,170.87,0.9783567134268538,0.9,1.0,27
30,20,Shortest Job First,116.08000000000001,0.6646435728600059,0.7333333333333333,1.0,22
30,20,Profit Density,138.55,0.7933008874892644,0.5333333333333333,1.0,16
30,21,RL Agent (DQN),138.23000000000002,0.8389269891363721,0.5666666666666667,1.0,17
30,21,Greedy-by-Profit,138.23000000000005,0.8389269891363723,0.5666666666666667,1.0,17
30,21,Earliest Deadline First,138.01,0.8375917946228076,0.9666666666666667,1.0,29
30,21,Shortest Job First,95.36999999999999,0.5788068216301512,0.8,1.0,24
30,21,Profit Density,150.03000000000003,0.910541967591188,0.6,1.0,18
30,22,RL Agent (DQN),122.67000000000002,0.6880363452801617,0.5666666666666667,1.0,17
30,22,Greedy-by-Profit,122.24000000000001,0.6856245442817882,0.5333333333333333,1.0,16
30,22,Earliest Deadline First,142.57,0.7996522519490717,0.9,1.0,27
30,22,Shortest Job First,83.66,0.4692355151719109,0.8333333333333334,1.0,25
30,22,Profit Density,122.24000000000001,0.6856245442817882,0.5333333333333333,1.0,16
30,23,RL Agent (DQN),97.97,0.8597630539710399,0.6666666666666666,1.0,20
30,23,Greedy-by-Profit,91.58999999999999,0.8037735849056603,0.6333333333333333,1.0,19
30,23,Earliest Deadline First,112.79,0.9898200965335674,0.9666666666666667,1.0,29
30,23,Shortest Job First,83.25999999999999,0.7306713470820534,0.7333333333333333,1.0,22
30,23,Profit Density,88.43000000000002,0.7760421237384819,0.6666666666666666,1.0,20
30,24,RL Agent (DQN),172.12000000000003,0.8462143559488693,0.6,1.0,18
30,24,Greedy-by-Profit,172.12000000000003,0.8462143559488693,0.6,1.0,18
30,24,Earliest Deadline First,167.66,0.8242871189773843,0.9666666666666667,1.0,29
30,24,Shortest Job First,119.19,0.5859882005899704,0.8,1.0,24
30,24,Profit Density,144.16000000000005,0.7087512291052116,0.5666666666666667,1.0,17
30,25,RL Agent (DQN),96.74999999999999,0.630252100840336,0.5,1.0,15
30,25,Greedy-by-Profit,98.01999999999998,0.6385251775128654,0.5333333333333333,1.0,16
30,25,Earliest Deadline First,137.03,0.8926454302651292,0.9666666666666667,1.0,29
30,25,Shortest Job First,72.97,0.4753436258224219,0.7666666666666667,1.0,23
30,25,Profit Density,124.08999999999999,0.8083512474757343,0.5333333333333333,1.0,16
30,26,RL Agent (DQN),65.72000000000001,0.6456429904705766,0.5333333333333333,1.0,16
30,26,Greedy-by-Profit,67.21000000000001,0.660280970625798,0.5666666666666667,1.0,17
30,26,Earliest Deadline First,88.44999999999999,0.8689458689458686,0.8666666666666667,1.0,26
30,26,Shortest Job First,63.83,0.6270753512132821,0.7,1.0,21
30,26,Profit Density,75.28999999999999,0.7396600844876704,0.5666666666666667,1.0,17
30,27,RL Agent (DQN),77.38999999999999,0.7190374430920745,0.6,1.0,18
30,27,Greedy-by-Profit,83.55999999999999,0.77636346743473,0.6333333333333333,1.0,19
30,27,Earliest Deadline First,89.8,0.834339868066524,0.9333333333333333,1.0,28
30,27,Shortest Job First,35.26,0.32760382792901604,0.7,1.0,21
30,27,Profit Density,78.57999999999998,0.7300938400074326,0.6,1.0,18
30,28,RL Agent (DQN),124.03999999999999,0.6833783262630158,0.5666666666666667,1.0,17
30,28,Greedy-by-Profit,124.03999999999999,0.6833783262630158,0.5666666666666667,1.0,17
30,28,Earliest Deadline First,161.04999999999995,0.88727893779957,0.9333333333333333,1.0,28
30,28,Shortest Job First,103.14,0.5682331551980607,0.7666666666666667,1.0,23
30,28,Profit Density,124.03999999999999,0.6833783262630158,0.5666666666666667,1.0,17
30,29,RL Agent (DQN),70.87,0.8687178229958326,0.7333333333333333,1.0,22
30,29,Greedy-by-Profit,69.81,0.8557244422652613,0.7,1.0,21
30,29,Earliest Deadline First,81.58,1.0000000000000002,1.0,1.0,30
30,29,Shortest Job First,51.18000000000001,0.6273596469722973,0.8666666666666667,1.0,26
30,29,Profit Density,70.87000000000002,0.8687178229958327,0.7333333333333333,1.0,22
60,0,RL Agent (DQN),168.16,0.566195286195286,0.4166666666666667,1.0,25
60,0,Greedy-by-Profit,168.16,0.566195286195286,0.4166666666666667,1.0,25
60,0,Earliest Deadline First,159.54999999999998,0.537205387205387,0.7666666666666667,1.0,46
60,0,Shortest Job First,124.32999999999998,0.4186195286195285,0.5666666666666667,1.0,34
60,0,Profit Density,183.06,0.6163636363636362,0.43333333333333335,1.0,26
60,1,RL Agent (DQN),172.18999999999997,0.6066445885005637,0.5333333333333333,1.0,32
60,1,Greedy-by-Profit,172.18999999999997,0.6066445885005637,0.5333333333333333,1.0,32
60,1,Earliest Deadline First,208.48999999999998,0.7345335400225479,0.8666666666666667,1.0,52
60,1,Shortest Job First,88.07000000000001,0.3102804396843293,0.6166666666666667,1.0,37
60,1,Profit Density,172.18999999999997,0.6066445885005637,0.5333333333333333,1.0,32
60,2,RL Agent (DQN),142.21,0.7004038613081165,0.55,1.0,33
60,2,Greedy-by-Profit,141.76000000000005,0.6981875492513792,0.5333333333333333,1.0,32
60,2,Earliest Deadline First,182.45000000000002,0.8985914105594955,0.95,1.0,57
60,2,Shortest Job First,150.08999999999997,0.7392139479905434,0.7333333333333333,1.0,44
60,2,Profit Density,144.26000000000002,0.7105003940110323,0.5166666666666667,1.0,31
60,3,RL Agent (DQN),156.28,0.6288427490745212,0.5,1.0,30
60,3,Greedy-by-Profit,181.08000000000004,0.7286335103814584,0.5,1.0,30
60,3,Earliest Deadline First,190.71,0.7673829068083052,0.8833333333333333,1.0,53
60,3,Shortest Job First,131.73999999999998,0.5300981812328988,0.7333333333333333,1.0,44
60,3,Profit Density,172.93000000000004,0.6958393690648642,0.48333333333333334,1.0,29
60,4,RL Agent (DQN),140.21999999999997,0.5270437887615107,0.5166666666666667,1.0,31
60,4,Greedy-by-Profit,171.1,0.6431121969554593,0.5333333333333333,1.0,32
60,4,Earliest Deadline First,168.0,0.6314602518323622,0.85,1.0,51
60,4,Shortest Job First,124.99,0.46979890997932705,0.7166666666666667,1.0,43
60,4,Profit Density,161.16,0.6057507987220445,0.55,1.0,33
60,5,RL Agent (DQN),189.41,0.6907479668866925,0.48333333333333334,1.0,29
60,5,Greedy-by-Profit,188.42,0.6871375952736951,0.4666666666666667,1.0,28
60,5,Earliest Deadline First,161.72999999999996,0.589803435323292,0.8833333333333333,1.0,53
60,5,Shortest Job First,109.34,0.3987454870354836,0.6833333333333333,1.0,41
60,5,Profit Density,184.54999999999998,0.6730243244228873,0.48333333333333334,1.0,29
60,6,RL Agent (DQN),195.15000000000003,0.6122352941176472,0.4166666666666667,1.0,25
60,6,Greedy-by-Profit,186.55000000000004,0.5852549019607844,0.4166666666666667,1.0,25
60,6,Earliest Deadline First,227.18000000000006,0.7127215686274512,0.8333333333333334,1.0,50
60,6,Shortest Job First,132.57,0.4159058823529412,0.6333333333333333,1.0,38
60,6,Profit Density,209.95000000000005,0.6586666666666668,0.4166666666666667,1.0,25
60,7,RL Agent (DQN),96.75999999999999,0.642923588039867,0.5,1.0,30
60,7,Greedy-by-Profit,96.10000000000002,0.6385382059800666,0.48333333333333334,1.0,29
60,7,Earliest Deadline First,117.38000000000001,0.7799335548172758,0.9,1.0,54
60,7,Shortest Job First,79.85,0.5305647840531561,0.7,1.0,42
60,7,Profit Density,108.53,0.7211295681063123,0.5166666666666667,1.0,31
60,8,RL Agent (DQN),171.45000000000005,0.7279945649866251,0.5,1.0,30
60,8,Greedy-by-Profit,162.09000000000003,0.6882510296802686,0.5,1.0,30
60,8,Earliest Deadline First,197.91000000000003,0.840346482102671,0.9166666666666666,1.0,55
60,8,Shortest Job First,173.79,0.737930448813214,0.7166666666666667,1.0,43
60,8,Profit Density,171.28000000000003,0.7272727272727275,0.5,1.0,30
60,9,RL Agent (DQN),226.43999999999994,0.5994440767703506,0.36666666666666664,1.0,22
60,9,Greedy-by-Profit,199.30999999999995,0.527624090006618,0.36666666666666664,1.0,22
60,9,Earliest Deadline First,251.92999999999998,0.6669225678358702,0.8166666666666667,1.0,49
60,9,Shortest Job First,175.01999999999998,0.4633223031105228,0.6333333333333333,1.0,38
60,9,Profit Density,199.30999999999995,0.527624090006618,0.36666666666666664,1.0,22
60,10,RL Agent (DQN),164.50000000000003,0.7273933230156976,0.4666666666666667,1.0,28
60,10,Greedy-by-Profit,150.71000000000004,0.6664160955118285,0.4666666666666667,1.0,28
60,10,Earliest Deadline First,195.33999999999997,0.8637629891664822,0.9,1.0,54
60,10,Shortest Job First,138.82999999999998,0.6138845898739773,0.6833333333333333,1.0,41
60,10,Profit Density,150.70999999999998,0.6664160955118282,0.4666666666666667,1.0,28
60,11,RL Agent (DQN),143.84999999999997,0.687094000764234,0.6,1.0,36
60,11,Greedy-by-Profit,143.84999999999997,0.687094000764234,0.6,1.0,36
60,11,Earliest Deadline First,172.98999999999998,0.8262800917080629,0.9,1.0,54
60,11,Shortest Job First,108.53,0.518389377149408,0.7333333333333333,1.0,44
60,11,Profit Density,142.68999999999997,0.6815533053114254,0.6166666666666667,1.0,37
60,12,RL Agent (DQN),100.86000000000001,0.5741120218579233,0.4666666666666667,1.0,28
60,12,Greedy-by-Profit,105.51,0.6005806010928959,0.48333333333333334,1.0,29
60,12,Earliest Deadline First,101.07,0.57530737704918,0.85,1.0,51
60,12,Shortest Job First,55.989999999999995,0.3187044626593805,0.6166666666666667,1.0,37
60,12,Profit Density,98.52,0.5607923497267756,0.5,1.0,30
60,13,RL Agent (DQN),181.85999999999999,0.6918248563928937,0.4666666666666667,1.0,28
60,13,Greedy-by-Profit,183.20999999999998,0.6969604747593867,0.48333333333333334,1.0,29
60,13,Earliest Deadline First,172.64999999999998,0.656788526648153,0.9166666666666666,1.0,55
60,13,Shortest Job First,110.55000000000001,0.4205500817894777,0.6666666666666666,1.0,40
60,13,Profit Density,177.73999999999998,0.6761517099707078,0.5,1.0,30
60,14,RL Agent (DQN),176.97,0.7776508327108139,0.5,1.0,30
60,14,Greedy-by-Profit,177.58,0.7803313266247744,0.5166666666666667,1.0,31
60,14,Earliest Deadline First,203.14000000000007,0.8926484158720392,0.9166666666666666,1.0,55
60,14,Shortest Job First,129.01999999999998,0.5669464340642436,0.7166666666666667,1.0,43
60,14,Profit Density,175.72,0.7721580173133538,0.48333333333333334,1.0,29
60,15,RL Agent (DQN),148.22999999999996,0.6447866370873027,0.48333333333333334,1.0,29
60,15,Greedy-by-Profit,122.93000000000002,0.534734003218931,0.4666666666666667,1.0,28
60,15,Earliest Deadline First,157.84,0.6865892383313761,0.8666666666666667,1.0,52
60,15,Shortest Job First,120.69,0.5249902127104269,0.65,1.0,39
60,15,Profit Density,166.60999999999996,0.7247379181347602,0.5166666666666667,1.0,31
60,16,RL Agent (DQN),199.11,0.7185233300855253,0.4666666666666667,1.0,28
60,16,Greedy-by-Profit,198.06000000000006,0.714734221067446,0.45,1.0,27
60,16,Earliest Deadline First,204.66,0.7385514777525167,0.8833333333333333,1.0,53
60,16,Shortest Job First,148.17000000000002,0.5346974125798417,0.7,1.0,42
60,16,Profit Density,199.11000000000007,0.7185233300855255,0.4666666666666667,1.0,28
60,17,RL Agent (DQN),135.39000000000004,0.6819967761434619,0.5333333333333333,1.0,32
60,17,Greedy-by-Profit,145.29000000000005,0.7318658069715901,0.5333333333333333,1.0,32
60,17,Earliest Deadline First,146.57000000000002,0.738313520048358,0.9166666666666666,1.0,55
60,17,Shortest Job First,102.74000000000001,0.5175297199274633,0.7333333333333333,1.0,44
60,17,Profit Density,135.39000000000004,0.6819967761434619,0.5333333333333333,1.0,32
60,18,RL Agent (DQN),157.06,0.4919501346864625,0.45,1.0,27
60,18,Greedy-by-Profit,194.40000000000003,0.6089080999812067,0.4666666666666667,1.0,28
60,18,Earliest Deadline First,164.72000000000003,0.5159431184614421,0.85,1.0,51
60,18,Shortest Job First,111.12,0.3480548769028378,0.6333333333333333,1.0,38
60,18,Profit Density,193.40000000000003,0.6057758566685462,0.4666666666666667,1.0,28
60,19,RL Agent (DQN),152.44000000000003,0.5651367983984579,0.35,1.0,21
60,19,Greedy-by-Profit,133.9,0.4964039445391859,0.35,1.0,21
60,19,Earliest Deadline First,133.87999999999997,0.4963297990657669,0.7666666666666667,1.0,46
60,19,Shortest Job First,88.91,0.3296137020834878,0.55,1.0,33
60,19,Profit Density,149.72,0.5550530140134945,0.35,1.0,21
60,20,RL Agent (DQN),118.55,0.6553344389165288,0.48333333333333334,1.0,29
60,20,Greedy-by-Profit,118.55,0.6553344389165288,0.48333333333333334,1.0,29
60,20,Earliest Deadline First,142.98,0.790381426202322,0.8833333333333333,1.0,53
60,20,Shortest Job First,100.60000000000001,0.5561083471531235,0.6666666666666666,1.0,40
60,20,Profit Density,118.55,0.6553344389165288,0.48333333333333334,1.0,29
60,21,RL Agent (DQN),144.62000000000003,0.5798716920609464,0.4,1.0,24
60,21,Greedy-by-Profit,133.59,0.5356455493183641,0.38333333333333336,1.0,23
60,21,Earliest Deadline First,122.28999999999999,0.4903368083400159,0.7833333333333333,1.0,47
60,21,Shortest Job First,75.53,0.30284683239775456,0.5833333333333334,1.0,35
60,21,Profit Density,114.15,0.4576984763432237,0.4,1.0,24
60,22,RL Agent (DQN),140.27,0.5709691863068345,0.45,1.0,27
60,22,Greedy-by-Profit,143.6,0.584523954898848,0.45,1.0,27
60,22,Earliest Deadline First,152.03,0.6188382789921439,0.8666666666666667,1.0,52
60,22,Shortest Job First,107.49000000000002,0.4375381609476128,0.6833333333333333,1.0,41
60,22,Profit Density,148.70999999999998,0.6053242154109171,0.4666666666666667,1.0,28
60,23,RL Agent (DQN),217.74999999999997,0.7147780987394958,0.35,1.0,21
60,23,Greedy-by-Profit,217.74999999999997,0.7147780987394958,0.35,1.0,21
60,23,Earliest Deadline First,202.05000000000004,0.6632418592436977,0.85,1.0,51
60,23,Shortest Job First,104.12,0.34178046218487407,0.6166666666666667,1.0,37
60,23,Profit Density,193.94,0.6366202731092439,0.38333333333333336,1.0,23
60,24,RL Agent (DQN),219.2299999999999,0.6731040835124344,0.5333333333333333,1.0,32
60,24,Greedy-by-Profit,218.55999999999986,0.6710469757445497,0.5166666666666667,1.0,31
60,24,Earliest Deadline First,259.4700000000001,0.7966533619895613,0.8666666666666667,1.0,52
60,24,Shortest Job First,185.78,0.570402210623273,0.7,1.0,42
60,24,Profit Density,219.22999999999988,0.6731040835124344,0.5333333333333333,1.0,32
60,25,RL Agent (DQN),175.34000000000003,0.5724266266200908,0.45,1.0,27
60,25,Greedy-by-Profit,196.21000000000004,0.6405602167738565,0.43333333333333335,1.0,26
60,25,Earliest Deadline First,214.4,0.6999445006692565,0.8166666666666667,1.0,49
60,25,Shortest Job First,134.72,0.4398158728085925,0.6166666666666667,1.0,37
60,25,Profit Density,196.21000000000004,0.6405602167738565,0.43333333333333335,1.0,26
60,26,RL Agent (DQN),181.06999999999996,0.5821624923640807,0.3333333333333333,1.0,20
60,26,Greedy-by-Profit,180.13999999999996,0.5791724270970646,0.31666666666666665,1.0,19
60,26,Earliest Deadline First,205.77999999999997,0.6616082049963027,0.7666666666666667,1.0,46
60,26,Shortest Job First,165.73000000000002,0.5328424910780313,0.6333333333333333,1.0,38
60,26,Profit Density,181.06999999999994,0.5821624923640806,0.3333333333333333,1.0,20
60,27,RL Agent (DQN),119.01000000000005,0.5889251781472686,0.48333333333333334,1.0,29
60,27,Greedy-by-Profit,133.01000000000002,0.6582046714172606,0.48333333333333334,1.0,29
60,27,Earliest Deadline First,122.43000000000004,0.6058491686460808,0.8666666666666667,1.0,52
60,27,Shortest Job First,84.92999999999999,0.42027909738717334,0.6666666666666666,1.0,40
60,27,Profit Density,115.36000000000003,0.5708630245447348,0.5166666666666667,1.0,31
60,28,RL Agent (DQN),161.08999999999997,0.6091050024577458,0.5333333333333333,1.0,32
60,28,Greedy-by-Profit,171.67999999999998,0.6491473513063865,0.5333333333333333,1.0,32
60,28,Earliest Deadline First,167.17,0.6320943774341137,0.8833333333333333,1.0,53
60,28,Shortest Job First,120.94000000000001,0.45729194237531684,0.7,1.0,42
60,28,Profit Density,152.13,0.5752259235452037,0.5333333333333333,1.0,32
60,29,RL Agent (DQN),162.4499999999999,0.6500340122444077,0.45,1.0,27
60,29,Greedy-by-Profit,162.4499999999999,0.6500340122444077,0.45,1.0,27
60,29,Earliest Deadline First,128.57,0.5144652074746909,0.8833333333333333,1.0,53
60,29,Shortest Job First,95.55000000000001,0.3823376415509585,0.65,1.0,39
60,29,Profit Density,160.9699999999999,0.6441118802768995,0.4666666666666667,1.0,28
100,0,RL Agent (DQN),238.64000000000004,0.49914243882033044,0.37,1.0,37
100,0,Greedy-by-Profit,241.77000000000004,0.5056891863626856,0.36,1.0,36
100,0,Earliest Deadline First,254.67000000000004,0.5326709893327755,0.81,1.0,81
100,0,Shortest Job First,185.36,0.38770131771595895,0.62,1.0,62
100,0,Profit Density,266.96999999999997,0.5583978247228611,0.38,1.0,38
100,1,RL Agent (DQN),264.85,0.6058699730063595,0.35,1.0,35
100,1,Greedy-by-Profit,276.00999999999993,0.6313995516310562,0.35,1.0,35
100,1,Earliest Deadline First,300.37000000000006,0.6871254060484057,0.78,1.0,78
100,1,Shortest Job First,204.39000000000001,0.4675618794894084,0.6,1.0,60
100,1,Profit Density,269.07,0.6155236308734043,0.36,1.0,36
100,2,RL Agent (DQN),260.42,0.5515386407438,0.36,1.0,36
100,2,Greedy-by-Profit,260.93,0.5526187601923037,0.36,1.0,36
100,2,Earliest Deadline First,252.17000000000002,0.5340661202532987,0.8,1.0,80
100,2,Shortest Job First,175.37,0.37141283859626834,0.62,1.0,62
100,2,Profit Density,276.3,0.5851705953364256,0.38,1.0,38
100,3,RL Agent (DQN),200.05,0.4303168491471101,0.37,1.0,37
100,3,Greedy-by-Profit,224.56999999999996,0.48306050893759805,0.36,1.0,36
100,3,Earliest Deadline First,231.65,0.49828991804512895,0.73,1.0,73
100,3,Shortest Job First,123.14,0.2648798640538622,0.57,1.0,57
100,3,Profit Density,227.26,0.4888468239798662,0.4,1.0,40
100,4,RL Agent (DQN),246.17999999999995,0.5280339753764315,0.39,1.0,39
100,4,Greedy-by-Profit,271.08000000000004,0.5814422375702457,0.37,1.0,37
100,4,Earliest Deadline First,265.62,0.5697310282699153,0.8,1.0,80
100,4,Shortest Job First,159.39000000000001,0.341877225344258,0.59,1.0,59
100,4,Profit Density,256.28999999999996,0.549719016773197,0.39,1.0,39
100,5,RL Agent (DQN),200.42999999999998,0.4840485908179776,0.32,1.0,32
100,5,Greedy-by-Profit,203.93,0.49250126790156257,0.33,1.0,33
100,5,Earliest Deadline First,211.24000000000004,0.5101552877532786,0.76,1.0,76
100,5,Shortest Job First,162.42,0.3922525176902456,0.58,1.0,58
100,5,Profit Density,200.42999999999998,0.4840485908179776,0.32,1.0,32
100,6,RL Agent (DQN),239.82000000000002,0.6191779407208509,0.39,1.0,39
100,6,Greedy-by-Profit,239.28000000000003,0.6177837447072188,0.38,1.0,38
100,6,Earliest Deadline First,247.77000000000007,0.6397036042548797,0.84,1.0,84
100,6,Shortest Job First,138.81,0.35838583083755027,0.63,1.0,63
100,6,Profit Density,231.65,0.5980842714034905,0.4,1.0,40
